,ordernumber,orderdate,channel,order_quantity,unit_price,revenue,total_unit_cost,profit_per_unit,customer_names,product_name,county,state_code,state,region_type,latitude,longitude,population,region,2017_budgets
135,SO - 0005782,2017-01-04,Export,6,1132.3,6793.799999999999,611.442,520.858,Tambee Company,Product 9,Marion County,IN,Indiana,Township,39.8716,-86.01156,123397,Midwest,710415.405
136,SO - 0006390,2017-01-04,Distributor,11,5159.0,56749.0,2321.55,2837.45,Thoughtmix Ltd,Product 23,Cook County/Kane County,IL,Illinois,City,42.03964,-88.32171,112111,Midwest,1135815.7580000001
137,SO - 0009014,2017-01-04,Wholesale,12,2365.1,28381.199999999997,1348.1069999999997,1016.9930000000002,Skajo Ltd,Product 14,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,389617,South,4028698.4090000005
138,SO - 000992,2017-01-04,Export,7,3912.8,27389.600000000002,2778.088,1134.712,Golden Corp,Product 13,Allen County,IN,Indiana,City,41.1306,-85.12886,260326,Midwest,3720639.645
139,SO - 0004284,2017-01-04,Distributor,10,241.20000000000002,2412.0,173.66400000000002,67.536,Realbridge Corp,Product 29,Randall County/Potter County,TX,Texas,City,35.19988,-101.8302,198645,South,594471.5700000001
140,SO - 0005424,2017-01-04,Wholesale,7,917.9,6425.3,504.845,413.05499999999995,Avavee Group,Product 22,Marion County,IN,Indiana,Township,39.67674,-86.15616,113236,Midwest,663601.902
141,SO - 0009958,2017-01-04,Wholesale,8,2358.4,18867.2,1108.448,1249.952,Cadila Ltd,Product 26,Whatcom County,WA,Washington,City,48.75955,-122.48822,85146,West,5685138.2700000005
142,SO - 0009362,2017-01-04,Wholesale,8,5406.900000000001,43255.200000000004,4217.3820000000005,1189.518,Gigabox Group,Product 30,Plymouth County/Woodbury County,IA,Iowa,City,42.49567,-96.39053,82821,Midwest,1011609.684
143,SO - 000576,2017-01-04,Wholesale,6,5051.8,30310.800000000003,3435.224,1616.576,Zooveo Company,Product 15,Harrisonburg city,VA,Virginia,City,38.44957,-78.86892,52538,South,3299478.315
144,SO - 0001134,2017-01-04,Distributor,5,3061.9,15309.5,2449.52,612.3800000000001,Skajo Ltd,Product 4,Santa Cruz County,CA,California,City,36.91023,-121.75689,53628,West,2885560.824
145,SO - 0002390,2017-01-04,Wholesale,8,1159.1000000000001,9272.800000000001,857.734,301.3660000000001,SAFEWAY Ltd,Product 26,Placer County,CA,California,City,38.75212,-121.28801,130269,West,5685138.2700000005
146,SO - 0004233,2017-01-04,Wholesale,11,3926.2000000000003,43188.200000000004,2630.5540000000005,1295.6459999999997,Skippad Ltd,Product 19,Yakima County,WA,Washington,City,46.60207,-120.5059,93701,West,1645841.6
147,SO - 0005328,2017-01-04,Wholesale,12,1072.0,12864.0,868.32,203.67999999999995,Mydeo Ltd,Product 25,Monmouth County,NJ,New Jersey,Township,40.18205,-74.19852,52104,Northeast,5342315.484
148,SO - 0006550,2017-01-04,Wholesale,5,2365.1,11825.5,1702.8719999999998,662.2280000000001,Pixoboo Corp,Product 15,Essex County,MA,Massachusetts,City,42.46676,-70.94949,92457,Northeast,3299478.315
149,SO - 0007051,2017-01-04,Wholesale,10,1132.3,11323.0,566.15,566.15,BTA Corp,Product 2,Passaic County,NJ,New Jersey,City,40.85677,-74.12848,71085,Northeast,3050087.565
150,SO - 0009885,2017-01-04,Distributor,6,1246.2,7477.200000000001,710.334,535.8660000000001,Arbor Company,Product 2,Brown County,WI,Wisconsin,City,44.51916,-88.01983,105207,Midwest,3050087.565
151,SO - 0010221,2017-01-04,Distributor,11,2432.1,26753.1,1605.186,826.914,Voolia Ltd,Product 16,Los Angeles County,CA,California,City,33.96168,-118.35313,111666,West,2062061.144
152,SO - 000628,2017-01-04,Distributor,9,241.20000000000002,2170.8,180.9,60.30000000000001,Mydo Corp,Product 5,Lee County,FL,Florida,City,26.56285,-81.94953,175229,South,3925424.5420000004
153,SO - 0003064,2017-01-04,Distributor,6,1876.0,11256.0,1106.84,769.1600000000001,NARS Group,Product 1,Lehigh County,PA,Pennsylvania,City,40.60843,-75.49018,120207,Northeast,3016489.209
154,SO - 0003600,2017-01-04,Wholesale,5,207.70000000000002,1038.5,145.39000000000001,62.31,SAFEWAY Ltd,Product 5,Utah County,UT,Utah,City,40.2969,-111.69465,94457,West,3925424.5420000004
155,SO - 0004193,2017-01-04,Export,6,2941.3,17647.800000000003,1676.541,1264.7590000000002,Alembic Ltd,Product 1,Dakota County,MN,Minnesota,City,44.73191,-93.21772,51221,Midwest,3016489.209
156,SO - 0004880,2017-01-04,Distributor,7,2318.2000000000003,16227.400000000001,1460.4660000000001,857.7340000000002,Browsebug Company,Product 16,King County,WA,Washington,City,47.61038,-122.20068,139820,West,2062061.144
157,SO - 0007400,2017-01-04,Wholesale,6,3899.4,23396.4,2612.5980000000004,1286.8019999999997,Vimbo Company,Product 25,Cook County,IL,Illinois,Township,41.59859,-87.85041,99816,Midwest,5342315.484
158,SO - 0008082,2017-01-04,Distributor,11,1835.8,20193.8,1303.418,532.3820000000001,Golden Corp,Product 25,Johnson County,IA,Iowa,City,41.66113,-91.53017,74220,Midwest,5342315.484
159,SO - 0001013,2017-01-05,Wholesale,6,1065.3,6391.799999999999,852.24,213.05999999999995,Kare Corp,Product 26,Hennepin County,MN,Minnesota,City,44.85469,-93.47079,63496,Midwest,5685138.2700000005
160,SO - 0002835,2017-01-05,Distributor,7,897.8000000000001,6284.6,430.944,466.85600000000005,Topiczoom Corp,Product 1,Sacramento County,CA,California,City,38.58157,-121.4944,490712,West,3016489.209
161,SO - 0003354,2017-01-05,Distributor,12,5467.2,65606.4,3772.3679999999995,1694.8320000000003,Kazu Corp,Product 18,Fulton County,GA,Georgia,City,34.07538,-84.29409,63693,South,2309499.045
162,SO - 0004537,2017-01-05,Wholesale,9,1902.8,17125.2,818.204,1084.596,Fivebridge Ltd,Product 2,New Haven County,CT,Connecticut,Town,41.310810000000004,-72.92495,130322,Northeast,3050087.565
163,SO - 0006070,2017-01-05,Distributor,9,3852.5,34672.5,1541.0,2311.5,Aibox Company,Product 13,Dougherty County,GA,Georgia,City,31.57851,-84.15574,74843,South,3720639.645
164,SO - 0006259,2017-01-05,Distributor,5,1058.6000000000001,5293.000000000001,709.2620000000002,349.33799999999997,Flipbug Ltd,Product 29,Orange County,CA,California,City,33.64113,-117.91867,113204,West,594471.5700000001
165,SO - 0006384,2017-01-05,Distributor,7,1266.3,8864.1,810.432,455.86799999999994,Aromaticos Company,Product 20,Onslow County,NC,North Carolina,City,34.75405,-77.43024,67357,South,2067108.1199999999
166,SO - 0009343,2017-01-05,Export,6,3457.2000000000003,20743.2,2938.6200000000003,518.5799999999999,GOOD Ltd,Product 22,Montgomery County,MD,Maryland,City,39.084,-77.15276,66980,South,663601.902
167,SO - 0008132,2017-01-05,Distributor,12,911.2,10934.400000000001,537.608,373.5920000000001,Dazzlesphe Corp,Product 6,Collin County/Dallas County,TX,Texas,City,32.97229,-96.70807,110815,South,1672229.416
168,SO - 0009933,2017-01-05,Wholesale,11,3497.4,38471.4,2937.816,559.5840000000003,Kazu Corp,Product 10,Merced County,CA,California,City,37.30216,-120.48297,82436,West,864331.624
169,SO - 0010352,2017-01-05,Wholesale,6,1855.9,11135.400000000001,1429.0430000000001,426.85699999999997,Kazu Corp,Product 3,Vigo County,IN,Indiana,City,39.4667,-87.41391,60825,Midwest,2642352.432
170,SO - 0008261,2017-01-05,Wholesale,5,227.8,1139.0,148.07000000000002,79.72999999999999,Talane Group,Product 15,Douglas County,CO,Colorado,Town,39.37221,-104.85609,55591,West,3299478.315
171,SO - 0002063,2017-01-05,Distributor,7,1125.6000000000001,7879.200000000001,855.4560000000001,270.144,SUPERVALU Ltd,Product 2,St. Charles County,MO,Missouri,City,38.81061,-90.69985,85040,Midwest,3050087.565
172,SO - 0003523,2017-01-05,Export,5,871.0,4355.0,531.31,339.69000000000005,Realcube Company,Product 2,San Bernardino County,CA,California,City,34.05557,-117.18254,71035,West,3050087.565
173,SO - 0009505,2017-01-05,Wholesale,8,2385.2000000000003,19081.600000000002,1025.6360000000002,1359.564,Zoomzone Corp,Product 7,Mobile County,AL,Alabama,City,30.69436,-88.04305,194288,South,889737.555
174,SO - 0001757,2017-01-05,Export,9,1098.8,9889.199999999999,747.184,351.616,Twitterbri Ltd,Product 17,San Diego County,CA,California,City,32.83838,-116.97392,57787,West,2119616.824
175,SO - 0004837,2017-01-05,Wholesale,5,1072.0,5360.0,568.1600000000001,503.8399999999999,Ascend Ltd,Product 5,Guilford County,NC,North Carolina,City,36.07264,-79.79198,285342,South,3925424.5420000004
176,SO - 0007857,2017-01-05,Export,7,2257.9,15805.300000000001,1106.371,1151.529,Zoonoodle Ltd,Product 2,Oakland County,MI,Michigan,City,42.63892,-83.29105,59917,Midwest,3050087.565
177,SO - 0010065,2017-01-05,Wholesale,10,1078.7,10787.0,474.62800000000004,604.072,Pfizer Corp,Product 14,McLean County,IL,Illinois,Township,40.53839,-88.98528,54383,Midwest,4028698.4090000005
178,SO - 0009211,2017-01-05,Distributor,11,5038.400000000001,55422.40000000001,3778.8,1259.6000000000004,Buzzshare Company,Product 25,Harris County,TX,Texas,City,29.69106,-95.2091,153784,South,5342315.484
179,SO - 0003315,2017-01-05,Distributor,7,2740.3,19182.100000000002,1561.971,1178.3290000000002,Rhynoodle Ltd,Product 19,Erie County,NY,New York,Town,43.01164,-78.75715,125109,Northeast,1645841.6
180,SO - 0008683,2017-01-05,Export,5,167.5,837.5,85.425,82.075,Accudial Company,Product 30,Eau Claire County/Chippewa County,WI,Wisconsin,City,44.81966,-91.49488,67778,Midwest,1011609.684
181,SO - 0009449,2017-01-05,Export,5,3973.1,19865.5,2066.012,1907.0879999999997,Skidoo Company,Product 30,Suffolk County,NY,New York,Town,40.64092,-73.31669,213776,Northeast,1011609.684
182,SO - 0010471,2017-01-05,Export,5,1882.7,9413.5,1016.6580000000001,866.0419999999999,Organon Corp,Product 20,Harris County,TX,Texas,City,29.69106,-95.2091,153784,South,2067108.1199999999
183,SO - 0010375,2017-01-05,Distributor,6,2010.0,12060.0,964.8,1045.2,Jayo Company,Product 25,Miami-Dade County,FL,Florida,City,25.77427,-80.19366,441003,South,5342315.484
184,SO - 0009020,2017-01-05,Wholesale,5,221.1,1105.5,145.92600000000002,75.17399999999998,Avavee Group,Product 1,Monroe County,NY,New York,CDP,43.2134,-77.57972,51594,Northeast,3016489.209
185,SO - 0009070,2017-01-05,Wholesale,12,1051.9,12622.800000000001,599.583,452.3170000000001,Liberty Group,Product 26,Sacramento County,CA,California,City,38.58907,-121.30273,71017,West,5685138.2700000005
186,SO - 000643,2017-01-05,Distributor,7,1005.0,7035.0,462.3,542.7,Flipbug Ltd,Product 5,Passaic County,NJ,New Jersey,Township,40.94585,-74.24508,55210,Northeast,3925424.5420000004
187,SO - 0001536,2017-01-05,Wholesale,8,6472.2,51777.6,2977.212,3494.988,Eayo Company,Product 18,Lubbock County,TX,Texas,City,33.57786,-101.85517,249042,South,2309499.045
188,SO - 0002360,2017-01-05,Wholesale,7,1118.9,7832.300000000001,906.3090000000001,212.591,Mylan Corp,Product 25,Weld County,CO,Colorado,City,40.42331,-104.70913,100883,West,5342315.484
189,SO - 0002452,2017-01-05,Wholesale,5,1132.3,5661.5,871.871,260.429,Natures Group,Product 13,New Haven County,CT,Connecticut,Town,41.310810000000004,-72.92495,130322,Northeast,3720639.645
190,SO - 0003254,2017-01-05,Wholesale,7,777.2,5440.400000000001,528.4960000000001,248.70399999999995,Aldi Ltd,Product 13,Outagamie County/Calumet County/Winnebago County,WI,Wisconsin,City,44.27795,-88.38826,74139,Midwest,3720639.645
191,SO - 0004421,2017-01-05,Distributor,7,227.8,1594.6000000000001,113.9,113.9,Avavee Group,Product 25,Calhoun County,MI,Michigan,City,42.32115,-85.17971,51589,Midwest,5342315.484
192,SO - 000355,2017-01-05,Distributor,11,1092.1000000000001,12013.100000000002,622.4970000000001,469.60300000000007,Snaptags Ltd,Product 18,Salt Lake County,UT,Utah,City,40.60967,-111.9391,111946,West,2309499.045
193,SO - 0004277,2017-01-05,Wholesale,11,6405.2,70457.2,2882.34,3522.8599999999997,Oba Company,Product 14,Los Angeles County,CA,California,City,34.13612,-117.86534,52009,West,4028698.4090000005
194,SO - 0004887,2017-01-05,Distributor,6,2539.3,15235.800000000001,1015.7200000000001,1523.58,Alembic Ltd,Product 13,Cameron County,TX,Texas,City,26.19063,-97.6961,65774,South,3720639.645
195,SO - 0005347,2017-01-05,Wholesale,8,3852.5,30820.0,3236.1,616.4000000000001,Wordpedia Ltd,Product 20,Rockwall County/Dallas County,TX,Texas,City,32.91592,-96.54867,60236,South,2067108.1199999999
196,SO - 0010537,2017-01-05,Distributor,7,991.6,6941.2,485.884,505.716,Colgate-Pa Group,Product 15,Butte County,CA,California,City,39.72849,-121.83748,90316,West,3299478.315
197,SO - 0010456,2017-01-05,Wholesale,5,4020.0,20100.0,3095.4,924.5999999999999,Snaptags Ltd,Product 1,Rankin County/Hinds County/Madison County,MS,Mississippi,City,32.31583,-90.21282,170674,South,3016489.209
198,SO - 000577,2017-01-06,Export,5,1011.7,5058.5,667.7220000000001,343.97799999999995,Skyvu Group,Product 17,Monroe County,NY,New York,City,43.15478,-77.61556,209802,Northeast,2119616.824
199,SO - 0003740,2017-01-06,Export,8,3859.2000000000003,30873.600000000002,2006.784,1852.4160000000002,Jayo Company,Product 16,Lynchburg city,VA,Virginia,City,37.41375,-79.14225,79812,South,2062061.144
200,SO - 0005137,2017-01-06,Wholesale,5,1058.6000000000001,5293.000000000001,698.6760000000002,359.924,Rochester Group,Product 14,Arapahoe County,CO,Colorado,City,39.57916,-104.87692,109741,West,4028698.4090000005
201,SO - 0006007,2017-01-06,Wholesale,9,1118.9,10070.1,704.907,413.99300000000005,Linkbuzz Ltd,Product 17,Hampden County,MA,Massachusetts,City,42.10148,-72.58981,154341,Northeast,2119616.824
202,SO - 0007827,2017-01-06,Wholesale,10,167.5,1675.0,107.2,60.3,Nexus Group,Product 21,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,60620,Midwest,959899.2180000001
203,SO - 0007952,2017-01-06,Distributor,6,180.9,1085.4,92.259,88.641,Brainspher Ltd,Product 25,Oakland County,MI,Michigan,City,42.48531,-83.37716,81330,Midwest,5342315.484
204,SO - 0009873,2017-01-06,Wholesale,7,2646.5,18525.5,1482.0400000000002,1164.4599999999998,Pacific Ltd,Product 12,Norfolk County,MA,Massachusetts,City,42.25288,-71.00227,93618,Northeast,1356976.996
205,SO - 0008943,2017-01-06,Distributor,9,227.8,2050.2000000000003,184.51800000000003,43.28199999999998,Nexus Group,Product 15,San Diego County,CA,California,City,33.03699,-117.29198,62930,West,3299478.315
206,SO - 0010655,2017-01-06,Distributor,7,2351.7000000000003,16461.9,1787.2920000000001,564.4080000000001,Aimbo Corp,Product 3,San Mateo County,CA,California,City,37.48522,-122.23635,85288,West,2642352.432
207,SO - 0009407,2017-01-06,Distributor,9,3356.7000000000003,30210.300000000003,1779.0510000000002,1577.6490000000001,Topiczoom Corp,Product 16,Sacramento County,CA,California,City,38.58907,-121.30273,71017,West,2062061.144
208,SO - 000781,2017-01-06,Wholesale,11,1145.7,12602.7,744.705,400.995,Podcat Corp,Product 14,Rockwall County/Collin County/Dallas County,TX,Texas,City,32.90983,-96.63033,236897,South,4028698.4090000005
209,SO - 0001723,2017-01-06,Wholesale,11,6398.5,70383.5,3647.1449999999995,2751.3550000000005,Fivechat Company,Product 1,Hartford County,CT,Connecticut,Town,41.77524,-72.52443,58007,Northeast,3016489.209
210,SO - 0005687,2017-01-06,Wholesale,7,2398.6,16790.2,1439.1599999999999,959.44,Blogtags Ltd,Product 17,DuPage County,IL,Illinois,Township,41.85857,-88.08948,118844,Midwest,2119616.824
211,SO - 0006399,2017-01-06,Wholesale,6,1333.3,7999.799999999999,1026.641,306.6589999999999,Geiss Company,Product 30,Larimer County,CO,Colorado,City,40.58526,-105.08442,161175,West,1011609.684
212,SO - 0009076,2017-01-06,Distributor,12,5822.3,69867.6,4599.617,1222.683,Blogspan Ltd,Product 17,Volusia County,FL,Florida,City,29.21081,-81.02283,64736,South,2119616.824
213,SO - 0009925,2017-01-06,Distributor,9,5380.1,48420.9,3604.6670000000004,1775.433,Flipbug Ltd,Product 25,McLean County,IL,Illinois,City,40.4842,-88.99369,78292,Midwest,5342315.484
214,SO - 000678,2017-01-06,Wholesale,11,5567.7,61244.7,4565.513999999999,1002.1860000000006,Realbuzz Ltd,Product 2,Alameda County,CA,California,City,37.72493,-122.15608,90712,West,3050087.565
215,SO - 0001563,2017-01-06,Export,8,2291.4,18331.2,1810.2060000000001,481.19399999999996,Twimbo Company,Product 18,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,559121,West,2309499.045
216,SO - 0002896,2017-01-06,Wholesale,11,2264.6,24910.6,1743.742,520.858,Neutrogena Ltd,Product 13,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,1300092,South,3720639.645
217,SO - 0001098,2017-01-06,Wholesale,11,1675.0,18425.0,1155.75,519.25,Golden Corp,Product 30,Broome County,NY,New York,Town,42.12662,-76.03324,54995,Northeast,1011609.684
218,SO - 0005409,2017-01-06,Export,6,1018.4,6110.4,723.064,295.336,Gabvine Ltd,Product 14,Collin County/Dallas County,TX,Texas,City,32.97229,-96.70807,110815,South,4028698.4090000005
219,SO - 0005791,2017-01-06,Distributor,5,3162.4,15812.0,1865.816,1296.584,Zoonder Group,Product 28,San Diego County,CA,California,City,32.71533,-117.15726,1394928,West,1003867.767
220,SO - 0006160,2017-01-06,Export,9,1092.1000000000001,9828.900000000001,688.0230000000001,404.077,Neutrogena Ltd,Product 13,Monroe County,NY,New York,City,43.15478,-77.61556,209802,Northeast,3720639.645
221,SO - 0006230,2017-01-06,Wholesale,11,2425.4,26679.4,1770.542,654.8580000000002,CLINIQUE Ltd,Product 25,Howard County,MD,Maryland,CDP,39.24038,-76.83942,102116,South,5342315.484
222,SO - 0006930,2017-01-06,Distributor,7,2592.9,18150.3,1089.018,1503.882,Podcat Corp,Product 25,Cook County,IL,Illinois,Village,42.08836,-87.98063,75926,Midwest,5342315.484
223,SO - 0009458,2017-01-06,Export,8,1809.0,14472.0,741.6899999999999,1067.31,Zava Group,Product 14,Cook County,IL,Illinois,Township,41.84454,-87.75929,83886,Midwest,4028698.4090000005
224,SO - 000194,2017-01-06,Wholesale,5,5031.7,25158.5,4025.36,1006.3399999999997,Z.H.T. Group,Product 16,Warren County/Polk County,IA,Iowa,City,41.57259,-93.61024,210330,Midwest,2062061.144
225,SO - 000777,2017-01-06,Wholesale,10,984.9,9849.0,689.43,295.47,Shuffledri Group,Product 26,Orange County,CA,California,City,33.77391,-117.94145,175393,West,5685138.2700000005
226,SO - 0002473,2017-01-06,Distributor,8,2398.6,19188.8,1918.88,479.7199999999998,Pfizer Corp,Product 2,Limestone County/Morgan County,AL,Alabama,City,34.57332,-86.99214,55437,South,3050087.565
227,SO - 0003643,2017-01-06,Wholesale,5,1051.9,5259.5,725.811,326.08900000000006,Valeant Corp,Product 26,Fairfield County,CT,Connecticut,City,41.05343,-73.53873,128874,Northeast,5685138.2700000005
228,SO - 0005432,2017-01-06,Distributor,6,5380.1,32280.600000000002,2205.841,3174.2590000000005,Rochester Group,Product 20,Salt Lake County,UT,Utah,City,40.56217,-111.92966,66648,West,2067108.1199999999
229,SO - 0008970,2017-01-06,Wholesale,12,670.0,8040.0,569.5,100.5,Jayo Company,Product 1,Yolo County,CA,California,City,38.58046,-121.53023,52721,West,3016489.209
230,SO - 000296,2017-01-06,Wholesale,11,1072.0,11792.0,900.48,171.51999999999998,Jabbercube Corp,Product 26,Cook County,IL,Illinois,Township,41.59859,-87.85041,99816,Midwest,5685138.2700000005
231,SO - 0001226,2017-01-06,Wholesale,7,2505.8,17540.600000000002,2079.814,425.98600000000033,Quimm Company,Product 18,Rockland County,NY,New York,Town,41.14077,-74.10498,135257,Northeast,2309499.045
232,SO - 0003570,2017-01-06,Wholesale,5,1072.0,5360.0,686.08,385.91999999999996,Nlounge Ltd,Product 25,Hartford County,CT,Connecticut,Town,41.77524,-72.52443,58007,Northeast,5342315.484
233,SO - 0005166,2017-01-06,Wholesale,7,1909.5,13366.5,954.75,954.75,Rooxo Company,Product 6,Los Angeles County,CA,California,City,33.88835,-118.30896,60447,West,1672229.416
234,SO - 0006422,2017-01-06,Distributor,10,2646.5,26465.0,1879.0149999999999,767.4850000000001,Nexus Group,Product 13,Howard County,MD,Maryland,CDP,39.24038,-76.83942,102116,South,3720639.645
